policyholder_id,first_name,last_name,date_of_birth,gender,city,province,driving_license_year
PH-613AC37B,Gemma,Salata,1992-06-08,F,Milano,MI,2019
PH-FB331D51,Flora,Cimini,1980-01-18,F,Catania,CT,2005
PH-76EA649D,Berenice,Benussi,1973-08-20,F,Palermo,PA,1999
PH-5ED8ADEF,Jacopo,Pastine,1980-07-08,M,Napoli,NA,2003
PH-1DCDA9C1,Piero,Grassi,1976-04-07,M,Torino,TO,2001
PH-B8E8EF2E,Diana,Monaco,1987-06-03,F,Bologna,BO,2013
PH-5E63031A,Luca,Faugno,1998-01-10,M,Milano,MI,2021
PH-867C07AF,Diana,Tarantini,1968-01-08,F,Napoli,NA,1992
PH-9D914BC4,Morena,Schiavone,1961-11-06,F,Firenze,FI,1983
PH-73A98479,Telemaco,Mascagni,1983-08-12,M,Milano,MI,2012
PH-BABB1FF3,Stefano,Ariasso,1962-10-12,M,Lecce,LE,1980
PH-776C92D4,Beatrice,Persico,1977-11-13,F,Trieste,TS,2003
PH-CCC09955,Milena,Saragat,1983-02-24,F,Milano,MI,2012
PH-D51604CD,Filippa,Gabrieli,1980-11-19,F,Roma,RM,1999
PH-AC902943,Mauro,Bellò,1996-12-18,M,Palermo,PA,2023
PH-0C23569B,Armando,Lombardi,1997-07-06,M,Torino,TO,2016
PH-62B91443,Simone,Segrè,1992-03-15,M,Parma,PR,2018
PH-61CFEC62,Ivan,Valier,1959-06-25,M,Verona,VR,1986
PH-240FAAF0,Agnolo,Canil,1962-01-14,M,Cagliari,CA,1986
PH-10C5FF45,Luisa,Chigi,1982-03-09,F,Torino,TO,2004
PH-CC5C3396,Giustino,Ostinelli,1973-10-13,M,Genova,GE,1998
PH-0783F447,Patrizio,Ostinelli,1963-04-26,M,Taranto,TA,1985
PH-29D5236D,Antonino,Piccio,1967-09-24,M,Genova,GE,1991
PH-75C83291,Arnaldo,Zampa,1986-10-17,M,Salerno,SA,2010
PH-0E509DC9,Fulvio,Orlando,1984-01-08,M,Milano,MI,2007
PH-4981C8F6,Ivo,Borghese,1974-10-03,M,Verona,VR,1997
PH-77B31991,Orlando,Terragni,1995-04-18,M,Roma,RM,2015
PH-5B32A350,Roberto,Vidoni,1970-09-03,M,Messina,ME,1990
PH-A5916A10,Gianna,Casaleggio,1960-05-27,F,Napoli,NA,1983
PH-AB12F9AB,Caterina,Cagnin,1960-01-17,F,Brescia,BS,1978
PH-9D256C0A,Lisa,Palombi,1987-01-12,F,Lecce,LE,2006
PH-F71315B3,Martino,Zabarella,1961-12-08,M,Milano,MI,1987
PH-13706414,Mirko,Collina,1975-08-05,M,Milano,MI,1998
PH-2269B3CB,Gaetano,Tomei,1985-07-05,M,Roma,RM,2014
PH-F163305A,Pasquale,Tartini,1983-08-06,M,Roma,RM,2001
PH-E6731531,Annibale,Beccaria,1988-12-19,M,Roma,RM,2011
PH-5AB69479,Angelo,Ciani,1957-03-07,M,Bologna,BO,1981
PH-A92EA5EF,Mariano,Sgalambro,1976-02-14,M,Milano,MI,1996
PH-9D3A0907,Nadia,Saracino,1998-07-12,F,Monza,MB,2023
PH-E389DC63,Enzio,Totino,1955-03-01,M,Napoli,NA,1975
PH-D5614937,Elladio,Mondadori,1990-02-06,M,Bologna,BO,2012
PH-DC78C7B6,Rosalia,Metella,2001-05-07,F,Torino,TO,2023
PH-20EC3607,Ettore,Perozzo,1958-10-05,M,Roma,RM,1981
PH-1FB9F2DA,Leonardo,Morandi,1969-12-05,M,Bari,BA,1990
PH-9BD22E90,Milena,Tommaseo,1975-04-16,F,Milano,MI,1999
PH-6CAF3047,Vito,Stoppani,2002-04-21,M,Bologna,BO,2020
PH-62E782D0,Leonardo,Sibilia,1975-06-26,M,Roma,RM,1996
PH-ADD29ED7,Alessia,Pacetti,1976-09-19,F,Lecce,LE,2001
PH-C45BFCB8,Marco,Capecchi,1974-03-10,M,Salerno,SA,1998
PH-6FA9D386,Luciana,Marzorati,1994-01-11,F,Genova,GE,2013
PH-D326F1AA,Alfredo,Sgarbi,1981-01-24,M,Perugia,PG,2003
PH-234D7B76,Giustino,Gentilini,1989-09-26,M,Modena,MO,2008
PH-B0D74441,Arnaldo,Solari,1987-05-08,M,Roma,RM,2007
PH-3FDF61E1,Fausto,Trevisani,1976-03-19,M,Brescia,BS,2005
PH-CE4F3E18,Nino,Comisso,1987-04-24,M,Bologna,BO,2014
PH-0456E987,Gioachino,Bajardi,1960-06-23,M,Lecce,LE,1982
PH-24BA67CA,Pina,Capone,1991-06-17,F,Brescia,BS,2010
PH-CBFA7FD7,Franco,Antonini,1987-09-20,M,Reggio Emilia,RE,2008
PH-912001EF,Margherita,Mazzini,1992-05-19,F,Roma,RM,2014
PH-F10590AB,Piero,Corbo,1959-10-12,M,Roma,RM,1977
PH-3FE0C540,Lucia,Fischetti,1957-12-13,F,Genova,GE,1976
PH-AC9E069F,Piergiorgio,Tassoni,1969-02-09,M,Napoli,NA,1995
PH-83A3BF3E,Sabatino,Blasi,1969-01-18,M,Trieste,TS,1993
PH-64BBDAF3,Edoardo,Travaglio,1978-09-22,M,Roma,RM,1997
PH-EAC04312,Eugenia,Zamengo,1962-03-10,F,Roma,RM,1982
PH-781086C2,Ilaria,Sobrero,1971-07-26,F,Catania,CT,1997
PH-4F1B2E66,Vincentio,Paolini,1976-06-09,M,Verona,VR,2000
PH-7C441503,Greca,Dossi,2002-01-21,F,Milano,MI,2022
PH-B6F4AF77,Marina,Tuzzolino,1970-08-24,F,Palermo,PA,1991
PH-90612A69,Isa,Vergassola,1971-04-08,F,Firenze,FI,1998
PH-0F28B8C9,Lara,Iannucci,2002-07-14,F,Taranto,TA,2021
PH-4470BA83,Rosalia,Sorrentino,1984-05-11,F,Parma,PR,2012
PH-E61741B6,Elvira,Gozzi,1957-10-14,F,Roma,RM,1981
PH-A10FE1F8,Gianna,Zabarella,1986-10-18,F,Salerno,SA,2012
PH-3123C28D,Lazzaro,Gasperi,1962-05-01,M,Palermo,PA,1986
PH-9AF2E5E6,Lazzaro,Lussu,1992-03-23,M,Taranto,TA,2018
PH-B3C976B6,Giacinto,Stefanelli,1993-01-11,M,Palermo,PA,2011
PH-15589FFF,Luciano,Sokolov,1957-02-20,M,Roma,RM,1975
PH-215B671D,Maurilio,Zaguri,2003-06-16,M,Torino,TO,2021
PH-A732D228,Guglielmo,Lupo,1990-01-01,M,Firenze,FI,2014
PH-4FFB4DD9,Cassandra,Vento,1988-03-06,F,Milano,MI,2011
PH-EE7EECFD,Nino,Peruzzi,1980-04-12,M,Napoli,NA,2008
PH-E7A00E2E,Isabella,Comboni,1989-12-12,F,Roma,RM,2007
PH-01E97DB8,Jacopo,Basso,1998-03-20,M,Bologna,BO,2023
PH-472CFF5F,Giovanna,Bosurgi,1989-02-16,F,Napoli,NA,2016
PH-1834539C,Isabella,Roth,2000-09-26,F,Monza,MB,2021
PH-439FB49D,Sophia,Guariento,1998-05-14,F,Milano,MI,2021
PH-776EE0C0,Matilda,Gabba,1986-11-04,F,Parma,PR,2005
PH-A54CAC0F,Gaspare,Vasari,1966-05-21,M,Firenze,FI,1984
PH-5F9B0CB6,Germana,Zanazzo,1999-12-15,F,Perugia,PG,2018
PH-EB951B76,Guarino,Cibin,1987-11-03,M,Messina,ME,2007
PH-6E960992,Corrado,Giradello,1996-02-18,M,Parma,PR,2015
PH-1EAABFE8,Flavia,Benussi,1966-09-02,F,Bergamo,BG,1986
PH-B34C2081,Virgilio,Gelli,1992-03-10,M,Roma,RM,2018
PH-8D7FE356,Gianpaolo,Bernardi,1982-02-06,M,Milano,MI,2006
PH-9408F70F,Bettina,Ponti,1964-04-20,F,Milano,MI,1993
PH-2C49B441,Marco,Sermonti,1991-06-05,M,Milano,MI,2013
PH-86AC55C7,Ciro,Cibin,1989-11-05,M,Messina,ME,2014
PH-681F1894,Adele,Vigliotti,1991-09-01,F,Roma,RM,2020
PH-96B43B31,Diana,Pisaroni,1989-07-05,F,Reggio Emilia,RE,2007
PH-FABD659F,Salvi,Sismondi,1977-08-19,M,Taranto,TA,2001
PH-B8CB0E9A,Sonia,Filippelli,1961-06-15,F,Cagliari,CA,1984
PH-C3A441CC,Giovanna,Micheletti,1977-04-01,F,Roma,RM,2005
PH-2D32D6AD,Ivan,Bianchi,1968-04-05,M,Parma,PR,1990
PH-CD9FE47F,Camillo,Giannetti,1955-09-02,M,Palermo,PA,1983
PH-80D88747,Vittorio,Baresi,1979-12-08,M,Bologna,BO,2008
PH-670161A1,Donna,Procacci,1976-07-23,F,Messina,ME,1997
PH-A6155D44,Eleanora,Barcella,1970-06-23,F,Palermo,PA,1993
PH-1EFCE1FE,Livia,Taliercio,1979-06-14,F,Modena,MO,2008
PH-E95FBFA5,Eliana,Luxardo,1959-11-02,F,Taranto,TA,1979
PH-386D7F0C,Angelo,Almagià,1998-08-20,M,Taranto,TA,2018
PH-7D3500DC,Lazzaro,Zoppetto,1961-10-04,M,Torino,TO,1986
PH-31DDCE88,Romina,Canevascini,1999-12-07,F,Roma,RM,2023
PH-7F752AF0,Iolanda,Lovato,1964-04-02,F,Bari,BA,1983
PH-C2D2B2D8,Rodolfo,Vento,1980-05-12,M,Bari,BA,2007
PH-BEAB168A,Venancio,Tafuri,2003-04-20,M,Bari,BA,2022
PH-56BFBDA1,Donato,Terragni,1964-04-10,M,Brescia,BS,1993
PH-645B4F1F,Ruggero,Lattuada,1974-03-10,M,Milano,MI,1998
PH-BD81E5D6,Elvira,Carducci,1956-11-23,F,Catania,CT,1980
PH-E1E815BB,Marco,Cutuli,1968-06-18,M,Cagliari,CA,1986
PH-048BE7A8,Zaira,Sauli,1955-10-12,F,Reggio Emilia,RE,1983
PH-311FCBE2,Sole,Guarneri,1957-09-02,F,Genova,GE,1982
PH-1086D249,Flavio,Angeli,1970-01-21,M,Genova,GE,1988
PH-72FDD29C,Irma,Malacarne,2001-08-27,F,Trieste,TS,2019
PH-008C9EFB,Fredo,Duodo,1956-09-02,M,Firenze,FI,1984
PH-974E5588,Pellegrino,Renier,1993-07-23,M,Milano,MI,2017
PH-EDA20D5A,Uberto,Mondadori,1988-02-07,M,Milano,MI,2012
PH-A857864E,Barbara,Piccio,2003-06-25,F,Lecce,LE,2023
PH-5677AA27,Cesare,Falloppio,1982-12-02,M,Perugia,PG,2002
PH-4B730F52,Claudia,Sismondi,1979-03-20,F,Milano,MI,2007
PH-EB9AD07C,Ida,Grassi,1989-08-21,F,Napoli,NA,2012
PH-643122E9,Adriano,Gulotta,2000-11-28,M,Palermo,PA,2021
PH-30265618,Lilla,Gigli,1973-10-17,F,Milano,MI,1996
PH-BE5D3B5A,Riccardo,Interiano,1956-11-04,M,Bologna,BO,1977
PH-9BB07A95,Marcello,Marangoni,2001-03-05,M,Roma,RM,2021
PH-411D6929,Ramona,Amato,1990-03-01,F,Roma,RM,2018
PH-D9664143,Giulio,Olivetti,1969-03-14,M,Napoli,NA,1989
PH-1E852061,Tonia,Gilardoni,1979-07-05,F,Trieste,TS,2000
PH-95852434,Annunziata,Casale,1981-02-22,F,Bari,BA,2001
PH-269B7D6C,Rosario,Martinelli,1957-07-13,M,Verona,VR,1979
PH-C5A7A60E,Ermes,Pisacane,1971-11-22,M,Modena,MO,1990
PH-430C0636,Tina,Tedesco,1979-08-08,F,Bergamo,BG,1997
PH-35164E01,Lorenzo,Casadei,1981-06-11,M,Bari,BA,2010
PH-A88E664A,Silvia,Malacarne,1979-08-02,F,Roma,RM,2001
PH-6071C5E4,Liana,Galvani,1985-12-22,F,Roma,RM,2006
PH-BBB6C58E,Giancarlo,Chiesa,1969-09-15,M,Milano,MI,1987
PH-3C7BB314,Sandro,Correr,1980-03-07,M,Roma,RM,2005
PH-EA4B55FC,Mariana,Paltrinieri,1981-07-04,F,Torino,TO,2001
PH-EE387680,Pierluigi,Vezzali,2002-10-26,M,Milano,MI,2021
PH-201B1A53,Marta,Valmarana,1991-01-16,F,Torino,TO,2015
PH-6A6EE0EA,Stella,Galeati,1970-05-09,F,Roma,RM,1991
PH-08CC9A3D,Gioffre,Bragadin,1962-09-26,M,Napoli,NA,1990
PH-6F2B42B2,Vincentio,Sabbatini,1988-06-14,M,Bologna,BO,2010
PH-0373D20D,Nicoletta,Opizzi,1961-07-28,F,Milano,MI,1989
PH-7FB6BC07,Antonina,Zecchini,1971-03-10,F,Verona,VR,1995
PH-2D4BBF41,Costanzo,Bixio,1970-09-24,M,Bari,BA,1988
PH-017ED2A5,Toni,Finzi,1972-03-28,M,Torino,TO,1993
PH-61BB6246,Enzio,Dallara,1984-05-19,M,Roma,RM,2003
PH-98859E12,Ilaria,Trebbi,1959-12-08,F,Roma,RM,1987
PH-C8AE81BA,Maria,Carullo,2000-02-19,F,Milano,MI,2020
PH-C133E01C,Geronimo,Stefanelli,1986-06-28,M,Roma,RM,2013
PH-ABCE77BD,Carlo,Tonisto,1997-09-07,M,Catania,CT,2022
PH-F7917D59,Maria,Bertoli,1971-03-04,F,Napoli,NA,1998
PH-0225DB8C,Rodolfo,Cherubini,2003-11-24,M,Palermo,PA,2022
PH-1DCE8E38,Morena,Prada,1955-01-11,F,Milano,MI,1976
PH-12C22111,Rolando,Zarlino,1965-02-22,M,Firenze,FI,1993
PH-F1A9966E,Arturo,Zaccardo,1992-10-13,M,Bologna,BO,2017
PH-44FF0B64,Romolo,Mascagni,1993-11-06,M,Torino,TO,2015
PH-AC05666A,Viridiana,Argenti,1991-10-15,F,Napoli,NA,2016
PH-1D22D419,Livia,Gualandi,1983-03-09,F,Milano,MI,2002
PH-D8A9C3E1,Adamo,Gaito,1985-12-07,M,Napoli,NA,2012
PH-8A8CB8D9,Benito,Beccaria,2001-12-24,M,Torino,TO,2022
PH-82F26A82,Ludovica,Murialdo,1957-12-20,F,Genova,GE,1983
PH-1318B533,Azeglio,Vendetti,1988-08-09,M,Genova,GE,2015
PH-24CE6D8C,Annunziata,Bompiani,1979-02-03,F,Firenze,FI,2003
PH-EF7C417F,Marta,Bajardi,1989-02-11,F,Taranto,TA,2008
PH-122F5896,Ivan,Pizziol,1975-09-14,M,Milano,MI,2004
PH-96118F9D,Filippo,Chittolini,1989-03-08,M,Napoli,NA,2018
PH-A1D6B82C,Simonetta,Pugliese,1965-06-20,F,Napoli,NA,1983
PH-9E41C94C,Nico,Pasolini,1971-02-21,M,Padova,PD,1992
PH-7347A927,Maria,Papafava,1974-05-20,F,Brescia,BS,1992
PH-F8C79AD9,Lidia,Botticelli,1955-11-23,F,Roma,RM,1976
PH-50565BDD,Donato,Natta,2003-03-02,M,Verona,VR,2023
PH-61783A9C,Carolina,Emo,1979-02-25,F,Bari,BA,2000
PH-59F6E5F5,Panfilo,Trupiano,1976-11-06,M,Torino,TO,2004
PH-914D1425,Caterina,Garobbio,1995-08-03,F,Milano,MI,2018
PH-CE0DBD4F,Adelasia,Argurio,2001-09-28,F,Reggio Emilia,RE,2023
PH-1BA31498,Giulietta,Scaramucci,1958-06-26,F,Modena,MO,1982
PH-77F9C072,Sylvia,Verdi,1996-11-14,F,Messina,ME,2016
PH-7F00E97C,Ludovica,Turrini,1974-02-28,F,Roma,RM,1994
PH-71DD58B9,Nino,Giacometti,1999-01-12,M,Roma,RM,2019
PH-481FCA6A,Flora,Scaduto,1986-05-19,F,Trieste,TS,2015
PH-0B392EDA,Isabella,Costanzi,2000-11-07,F,Napoli,NA,2023
PH-813353F8,Guido,Farnese,1962-06-09,M,Sassari,SS,1990
PH-104756B4,Viridiana,Carfagna,1994-07-09,F,Firenze,FI,2015
PH-DDD91F23,Amedeo,Pucci,1982-08-15,M,Genova,GE,2005
PH-B3388004,Alderano,Giunti,1991-12-26,M,Ravenna,RA,2016
PH-90720A3D,Geronimo,Boitani,1968-11-10,M,Catania,CT,1996
PH-C932D1D6,Ciro,Balotelli,1972-02-13,M,Roma,RM,1993
PH-FD1EBE97,Riccardo,Bellò,1989-12-02,M,Napoli,NA,2014
PH-2ECA4D73,Gioele,Battisti,1963-12-07,M,Padova,PD,1983
PH-BFC0299B,Pasquale,Rosiello,1955-06-02,M,Milano,MI,1978
PH-C1D8F6F4,Gianpaolo,Vecellio,1988-03-07,M,Monza,MB,2017
PH-B430A0B8,Gian,Bertoni,1964-07-23,M,Bologna,BO,1992
PH-ABEEC605,Elladio,Tencalla,1987-10-25,M,Milano,MI,2010
PH-91AB27C1,Giulia,Giannuzzi,2003-06-05,F,Milano,MI,2022
PH-A89A09CE,Zaira,Meucci,1974-02-03,F,Trieste,TS,1997
PH-B3D9FD06,Priscilla,Michelangeli,1986-12-10,F,Torino,TO,2013
PH-357C7EC2,Fiamma,Marangoni,1988-06-09,F,Napoli,NA,2007
PH-56D6AA3C,Emilio,Tremonti,1956-09-04,M,Napoli,NA,1981
PH-CBBCE452,Gianfrancesco,Ponti,1989-10-25,M,Milano,MI,2007
PH-B9C92003,Giulietta,Leone,1971-05-21,F,Milano,MI,1998
PH-92E554DC,Annunziata,Volta,1956-04-13,F,Torino,TO,1977
PH-5BF78B17,Rita,Dulbecco,1955-09-07,F,Brescia,BS,1978
PH-B689CB9D,Sandra,Renault,1976-05-19,F,Taranto,TA,1998
PH-A54BFECC,Simone,Bellini,1966-11-22,M,Firenze,FI,1990
PH-512F8D7F,Isabella,Parri,1992-11-11,F,Bologna,BO,2014
PH-802D97AA,Venancio,Metella,1994-07-12,M,Napoli,NA,2013
PH-43B557E5,Piermaria,Pizzetti,1978-06-07,M,Napoli,NA,2005
PH-11B11938,Cristina,Mantegazza,1976-01-06,F,Salerno,SA,2000
PH-56255C72,Nicola,Falier,1957-05-05,M,Bari,BA,1981
PH-28F0C854,Salvatore,Giusti,1991-12-18,M,Palermo,PA,2012
PH-F4B27035,Gianluca,Mantegna,1989-04-08,M,Napoli,NA,2016
PH-ABCB8EA5,Veronica,Collina,1962-05-26,F,Torino,TO,1983
PH-EAB84884,Ronaldo,Bevilacqua,1998-05-21,M,Roma,RM,2023
PH-2A858AB6,Patrizia,Pontecorvo,1972-04-18,F,Milano,MI,1991
PH-A12CE571,Piermaria,Volterra,1977-05-09,M,Roma,RM,2004
PH-6A8E0BE1,Virgilio,Chigi,1980-07-18,M,Milano,MI,2003
PH-7940373D,Lina,Golino,2000-03-15,F,Milano,MI,2019
PH-13D4466C,Giovanni,Fiorucci,1994-03-16,M,Firenze,FI,2023
PH-F2AF13D7,Marco,Bosurgi,1974-11-27,M,Monza,MB,1992
PH-CC71CC40,Roberto,Pagliaro,1978-10-15,M,Firenze,FI,2007
PH-0D8F4501,Carmelo,Ungaretti,1981-02-16,M,Napoli,NA,2006
PH-79E7AD10,Franco,Bergoglio,1957-04-12,M,Brescia,BS,1982
PH-99B6C728,Graziano,Paolucci,2001-10-03,M,Bologna,BO,2019
PH-7081A5C7,Annibale,Bonomo,1991-10-19,M,Milano,MI,2012
PH-33F5818E,Francesco,Zaccardo,2000-03-17,M,Monza,MB,2023
PH-BF88DB1F,Evangelista,Soffici,1962-09-21,F,Taranto,TA,1983
PH-F0B91E4F,Giacinto,Monte,1977-10-01,M,Padova,PD,2000
PH-F1F33924,Leopoldo,Anguissola,1979-03-06,M,Lecce,LE,2000
PH-AC3A9A45,Giacomo,Favata,1988-07-22,M,Firenze,FI,2016
PH-6123AF32,Danilo,Soderini,1976-04-13,M,Roma,RM,1994
PH-83553404,Flavia,Fittipaldi,1958-09-17,F,Brescia,BS,1980
PH-3CB90A63,Paride,Giradello,1963-03-20,M,Bari,BA,1987
PH-603C418F,Ludovico,Longhena,1987-01-01,M,Lecce,LE,2010
PH-BBDE561D,Nino,Schiaparelli,2003-11-16,M,Firenze,FI,2022
PH-D455E64D,Nina,Oliboni,1978-05-20,F,Napoli,NA,2003
PH-0955FADF,Livio,Gussoni,1996-12-12,M,Torino,TO,2015
PH-860B06F9,Lauretta,Toscanini,1964-02-09,F,Salerno,SA,1989
PH-08C7F5E6,Mercedes,Schiaparelli,1963-09-24,F,Bergamo,BG,1984
PH-E8BCAF7B,Cirillo,Seddio,1995-10-05,M,Milano,MI,2014
PH-19B8C2DF,Griselda,Fiorucci,1986-09-13,F,Bologna,BO,2007
PH-C1409016,Napoleone,Mazzeo,1983-02-19,M,Napoli,NA,2002
PH-B122009A,Piergiuseppe,Beccheria,1956-05-21,M,Reggio Emilia,RE,1976
PH-CBCD292E,Paulina,Gangemi,1997-02-27,F,Milano,MI,2015
PH-659A9A79,Ennio,Antelami,1985-07-08,M,Catania,CT,2003
PH-4AC12E44,Giulio,Visconti,1968-12-22,M,Messina,ME,1989
PH-A221C208,Ramona,Procacci,1984-05-07,F,Milano,MI,2005
PH-1E8AB8D7,Laureano,Corradi,1972-07-07,M,Catania,CT,1995
PH-4FC64E06,Emma,Monicelli,1989-04-16,F,Bari,BA,2013
PH-F9FD4C68,Gianmarco,Parisi,1970-11-11,M,Padova,PD,1992
PH-7A9AA948,Gioele,Tarchetti,1992-05-10,M,Bari,BA,2017
PH-20BABDAD,Paloma,Moresi,1995-02-20,F,Perugia,PG,2014
PH-3AF2FF57,Girolamo,Staglieno,1970-12-08,M,Monza,MB,1990
PH-EB2B0309,Silvestro,Scaduto,1988-03-14,M,Napoli,NA,2014
PH-B9C6921F,Fabrizio,Niggli,1985-09-23,M,Palermo,PA,2013
PH-888665FF,Fabrizio,Cilibrasi,1998-11-25,M,Napoli,NA,2017
PH-E9B79FEE,Virginia,Vergerio,1971-07-04,F,Genova,GE,1999
PH-5D8B2B62,Melina,Falier,1994-03-14,F,Roma,RM,2013
PH-002575C6,Atenulf,Trevisani,1997-01-23,M,Lecce,LE,2017
PH-B864BDD6,Amanda,Borrani,1983-02-12,F,Verona,VR,2012
PH-58E5B256,Antonio,Alboni,1990-07-25,M,Roma,RM,2011
PH-779815DA,Piergiuseppe,Cibin,1996-08-14,M,Napoli,NA,2016
PH-B25A9612,Serafina,Gianinazzi,1980-11-18,F,Napoli,NA,2007
PH-FFC43B4B,Antonia,Coppola,1978-08-05,F,Roma,RM,2003
PH-4BF32E18,Agnolo,Galeati,2003-07-06,M,Brescia,BS,2022
PH-5FACEBC0,Milena,Sanudo,1967-08-28,F,Milano,MI,1992
PH-E38036BE,Nico,Bignami,1957-06-22,M,Parma,PR,1982
PH-14DE38DD,Rosina,Soranzo,1983-04-21,F,Padova,PD,2003
PH-B1C3F9DE,Sergius,Anichini,1985-12-07,M,Monza,MB,2005
PH-85B5364D,Adele,Turrini,1958-09-21,F,Roma,RM,1980
PH-BF929297,Piergiorgio,Ammaniti,1958-07-07,M,Roma,RM,1981
PH-4021DB51,Alderano,Trussardi,1955-01-09,M,Milano,MI,1977
PH-063319EA,Guglielmo,Valentino,1983-10-02,M,Catania,CT,2008
PH-9901F4F9,Ivan,Antonelli,2000-05-12,M,Messina,ME,2021
PH-DFCA4E48,Tiziano,Ricci,1992-04-26,M,Roma,RM,2019
PH-11BE626A,Eleanora,Canevascini,1986-10-05,F,Roma,RM,2007
PH-2BBE9410,Cipriano,Trevisani,1984-07-06,M,Napoli,NA,2009
PH-C960FB2B,Cristina,Giusti,1977-05-24,F,Milano,MI,1995
PH-E16DD845,Elvira,Troisi,1987-04-07,F,Torino,TO,2012
PH-B3A7B30B,Giosuè,Nolcini,2003-07-18,M,Firenze,FI,2022
PH-60C24695,Goffredo,Petrucci,1967-08-05,M,Verona,VR,1994
PH-27218DDF,Bernardo,Palombi,1987-09-19,M,Bologna,BO,2014
PH-8FE6BFB6,Loredana,Sauro,1964-08-15,F,Torino,TO,1984
PH-6018FEA3,Gioachino,Gelli,1991-01-09,M,Brescia,BS,2011
PH-9D2285C3,Leonardo,Bottigliero,1979-12-13,M,Firenze,FI,2004
PH-AEA92E14,Sophia,Bajardi,1981-06-18,F,Perugia,PG,2009
PH-6C2A92A5,Beatrice,Pisacane,1993-06-10,F,Bari,BA,2016
PH-6BE11C96,Liliana,Paolucci,1960-11-24,F,Milano,MI,1978
PH-EF8BA83E,Salvi,Bertolucci,1970-03-06,M,Palermo,PA,1995
PH-D9949E0E,Silvia,Aloisio,1982-12-22,F,Roma,RM,2010
PH-C7F84789,Fausto,Bramante,1963-07-12,M,Roma,RM,1984
PH-2DCD822A,Telemaco,Ritacca,1984-10-24,M,Monza,MB,2004
PH-D9716C85,Marco,Ziani,1994-11-12,M,Monza,MB,2014
PH-B7D139C3,Berenice,Tropea,1981-07-08,F,Milano,MI,2008
PH-7BBB34C2,Ansaldo,Giacometti,2002-07-02,M,Genova,GE,2022
PH-B56C782B,Giacomo,Zito,1999-06-05,M,Roma,RM,2019
PH-927546E3,Martina,Lamborghini,2003-01-11,F,Palermo,PA,2022
PH-0C18B7FD,Antonino,Borrani,1973-05-10,M,Firenze,FI,1994
PH-3FFC8C4E,Hugo,Vento,1984-08-07,M,Palermo,PA,2013
PH-B2BF9854,Amedeo,Errani,1960-11-21,M,Roma,RM,1982
PH-BE9BA4A3,Luchino,Anichini,1976-05-02,M,Bari,BA,1999
PH-8D530DC9,Eugenia,Collina,1980-12-12,F,Torino,TO,2007
PH-DD511A2B,Victoria,Pezzali,1995-01-22,F,Napoli,NA,2017
PH-647FA58D,Beppe,Mannoia,1960-01-16,M,Torino,TO,1989
PH-58BBD187,Dina,Zarlino,1984-12-25,F,Catania,CT,2011
PH-3E46E567,Filippa,Zito,1988-11-18,F,Napoli,NA,2006
PH-6B9A05EC,Lina,Veltroni,1997-10-09,F,Bologna,BO,2016
PH-DCF115B5,Marco,Pastine,1972-06-18,M,Perugia,PG,1992
PH-C577E05A,Claudia,Bossi,1959-01-26,F,Ravenna,RA,1978
PH-950EECC5,Michela,Muti,2001-05-15,F,Modena,MO,2019
PH-3CDA70D9,Annamaria,Cainero,1960-04-16,F,Napoli,NA,1983
PH-9AC450E4,Marcella,Giannetti,1986-02-06,F,Milano,MI,2009
PH-C9634BB9,Antonina,Morricone,1963-12-05,F,Sassari,SS,1984
PH-29AF4E8D,Paride,Mogherini,1972-12-15,M,Firenze,FI,2000
PH-8FAAD481,Amadeo,Leblanc,1996-05-24,M,Milano,MI,2016
PH-DBBC9DE8,Maria,Storladi,1982-09-27,F,Genova,GE,2003
PH-DD8EEB61,Gianluigi,Nordio,1958-10-14,M,Perugia,PG,1986
PH-4300AF21,Paola,Panicucci,1957-02-03,F,Napoli,NA,1982
PH-9FB7CC8E,Raffaele,Fantoni,1959-05-01,M,Roma,RM,1977
PH-BD01EAC3,Nino,Briccialdi,1970-01-09,M,Bari,BA,1993
PH-3DD01706,Rosina,Malacarne,1979-11-12,F,Ravenna,RA,1998
PH-1D165046,Flora,Borghese,1979-04-21,F,Bergamo,BG,2001
PH-6BA30D38,Bruno,Interminelli,1986-11-18,M,Napoli,NA,2012
PH-0BFFE4D5,Daria,Parmitano,1991-11-02,F,Milano,MI,2011
PH-2C77534E,Eraldo,Pelli,1955-12-15,M,Milano,MI,1979
PH-D3E621BE,Griselda,Onio,1983-03-19,F,Torino,TO,2001
PH-588A8C25,Coriolano,Buscetta,1971-09-15,M,Taranto,TA,1989
PH-FD633956,Adele,Mascagni,1991-03-20,F,Genova,GE,2016
PH-9AD922A0,Renzo,Omma,1960-02-28,M,Padova,PD,1988
PH-6631AA95,Greco,Camicione,1991-03-16,M,Napoli,NA,2018
PH-76851152,Donatello,Broschi,1995-04-13,M,Roma,RM,2014
PH-7304A562,Flavio,Ricciardi,2003-05-27,M,Milano,MI,2021
PH-70C248B8,Ricciotti,Volta,1999-11-07,M,Milano,MI,2020
PH-F197FCFD,Paoletta,Toscani,1970-07-13,F,Trieste,TS,1992
PH-A7D83B45,Pier,Camiscione,1971-01-04,M,Milano,MI,1992
PH-AF884680,Alfredo,Bruscantini,1997-06-03,M,Genova,GE,2015
PH-11302043,Michelangelo,Vismara,2000-01-01,M,Bologna,BO,2018
